SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR7958278,1/18/19 13:19,58761040,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958278/SRR7958278.1,SRX4791940,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871129,SAMN10170280,Populus euphratica,PET linear leaf 3,SRA788004
SRR7958279,1/18/19 13:19,64951819,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958279/SRR7958279.1,SRX4791939,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871128,SAMN10170281,Populus euphratica,PET lanceolate leaf 1,SRA788004
SRR7958284,1/18/19 13:19,65978514,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958284/SRR7958284.1,SRX4791934,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871122,SAMN10170282,Populus euphratica,PET lanceolate leaf 2,SRA788004
SRR7958285,1/18/19 13:19,56083702,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958285/SRR7958285.1,SRX4791933,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871123,SAMN10170283,Populus euphratica,PET lanceolate leaf 3,SRA788004
SRR7958282,1/18/19 13:19,80998474,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958282/SRR7958282.1,SRX4791936,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871125,SAMN10170284,Populus euphratica,PET ovate leaf 1,SRA788004
SRR7958283,1/18/19 13:19,74779082,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958283/SRR7958283.1,SRX4791935,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871124,SAMN10170285,Populus euphratica,PET ovate leaf 2,SRA788004
SRR7958286,1/18/19 13:19,61893475,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958286/SRR7958286.1,SRX4791932,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871121,SAMN10170286,Populus euphratica,PET ovate leaf 3,SRA788004
SRR7958287,1/18/19 13:19,70489665,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958287/SRR7958287.1,SRX4791931,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871120,SAMN10170287,Populus euphratica,PET broad-ovate leaf 1,SRA788004
SRR7958288,1/18/19 13:19,63623028,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958288/SRR7958288.1,SRX4791930,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871119,SAMN10170288,Populus euphratica,PET broad-ovate leaf 2,SRA788004
SRR7958289,1/18/19 13:19,69118517,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958289/SRR7958289.1,SRX4791929,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871130,SAMN10170289,Populus euphratica,PET broad-ovate leaf 3,SRA788004
SRR3472994,1/19/17 16:24,12856050,100,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3472994/SRR3472994.1,SRX1740288,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP074300,PRJNA320431,SRS1420037,SAMN04939124,Populus trichocarpa,GSM2142274,SRA422962
SRR3472995,1/19/17 16:24,14946149,100,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3472995/SRR3472995.1,SRX1740289,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP074300,PRJNA320431,SRS1420038,SAMN04939125,Populus trichocarpa,GSM2142275,SRA422962
SRR3472996,1/19/17 16:24,16016585,100,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3472996/SRR3472996.1,SRX1740290,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP074300,PRJNA320431,SRS1420039,SAMN04939126,Populus trichocarpa,GSM2142276,SRA422962
SRR542479,7/22/15 17:02,13252364,180,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR542479/SRR542479.2,SRX177760,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP014885,PRJNA172987,SRS357151,SAMN01120305,Prunus mume,GSM986567,SRA057335
SRR5405090,4/4/17 0:01,4268072,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5405090/SRR5405090.1,SRX2697669,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2092149,SAMN06673899,Prunus persica,Peach_leaf_RNA-seq_1,SRA550823
SRR6320460,11/23/17 22:01,6803633,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320460/SRR6320460.1,SRX3420431,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712295,SAMN08095314,Prunus persica,Peach_leaf_RNA-seq_2,SRA633660
SRR5405086,4/4/17 0:01,4931428,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5405086/SRR5405086.1,SRX2697665,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2092145,SAMN06673903,Pyrus x bretschneideri,Pear_D_leaf_RNA-seq_1,SRA550823
SRR6320467,11/23/17 22:01,7719075,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320467/SRR6320467.1,SRX3420424,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712290,SAMN08095317,Pyrus x bretschneideri,Pear_D_leaf_RNA-seq_2,SRA633660
SRR6320464,11/23/17 22:01,7321936,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320464/SRR6320464.1,SRX3420427,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712292,SAMN08095318,Pyrus x bretschneideri,Pear_D_leaf_RNA-seq_3,SRA633660
SRR5405081,4/4/17 0:01,6535427,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5405081/SRR5405081.1,SRX2697660,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2092140,SAMN06673908,Pyrus x bretschneideri,Pear_W_leaf_RNA-seq_1,SRA550823
SRR6320490,11/23/17 22:01,7420824,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320490/SRR6320490.1,SRX3420401,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712267,SAMN08095327,Solanum lycopersicum,AC_leaf_young_RNA-seq_1,SRA633660
SRR6320493,11/23/17 22:01,7174759,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320493/SRR6320493.1,SRX3420398,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712263,SAMN08095328,Solanum lycopersicum,AC_leaf_young_RNA-seq_2,SRA633660
SRR6320492,11/23/17 22:01,8403719,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320492/SRR6320492.1,SRX3420399,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712265,SAMN08095329,Solanum lycopersicum,AC_leaf_adult_RNA-seq_1,SRA633660
SRR6320485,11/23/17 22:01,6999951,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6320485/SRR6320485.1,SRX3420406,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712272,SAMN08095330,Solanum lycopersicum,AC_leaf_adult_RNA-seq_2,SRA633660
SRR6320484,11/23/17 22:01,6892244,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320484/SRR6320484.1,SRX3420407,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712273,SAMN08095331,Solanum lycopersicum,AC_leaf_old_RNA-seq_1,SRA633660
SRR6320480,11/23/17 22:01,7617281,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6320480/SRR6320480.1,SRX3420411,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712277,SAMN08095332,Solanum lycopersicum,AC_leaf_old_RNA-seq_2,SRA633660
SRR5171880,12/27/18 10:48,8756360,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171880/SRR5171880.1,SRX2488230,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918199,SAMN06220396,Solanum lycopersicum,GSM2454615,SRA527026
SRR5171881,12/27/18 10:48,8555272,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171881/SRR5171881.1,SRX2488230,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918199,SAMN06220396,Solanum lycopersicum,GSM2454615,SRA527026
SRR5171883,12/27/18 10:48,8858022,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171883/SRR5171883.1,SRX2488231,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918200,SAMN06220395,Solanum lycopersicum,GSM2454616,SRA527026
SRR5171884,12/27/18 10:48,8608453,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171884/SRR5171884.1,SRX2488231,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918200,SAMN06220395,Solanum lycopersicum,GSM2454616,SRA527026
SRR5171885,12/27/18 10:48,7178107,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171885/SRR5171885.1,SRX2488232,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918201,SAMN06220394,Solanum lycopersicum,GSM2454617,SRA527026
SRR5171886,12/27/18 10:48,6986213,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171886/SRR5171886.1,SRX2488232,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918201,SAMN06220394,Solanum lycopersicum,GSM2454617,SRA527026
SRR5171912,12/27/18 10:48,7550923,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171912/SRR5171912.1,SRX2488246,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918215,SAMN06220420,Solanum pennellii,GSM2454630,SRA527026
SRR5171913,12/27/18 10:48,7544401,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171913/SRR5171913.1,SRX2488246,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918215,SAMN06220420,Solanum pennellii,GSM2454630,SRA527026
SRR5171914,12/27/18 10:48,7014307,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171914/SRR5171914.1,SRX2488247,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918216,SAMN06220419,Solanum pennellii,GSM2454631,SRA527026
SRR5171915,12/27/18 10:48,7003186,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171915/SRR5171915.1,SRX2488247,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918216,SAMN06220419,Solanum pennellii,GSM2454631,SRA527026
SRR5171916,12/27/18 10:48,8037182,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171916/SRR5171916.1,SRX2488248,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918217,SAMN06220418,Solanum pennellii,GSM2454632,SRA527026
SRR5171917,12/27/18 10:48,8025738,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5171917/SRR5171917.1,SRX2488248,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP096692,PRJNA361109,SRS1918217,SAMN06220418,Solanum pennellii,GSM2454632,SRA527026
SRR3161990,7/6/16 16:04,12019653,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3161990/SRR3161990.1,SRX1571262,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322583,SAMN04501455,Solanum tuberosum,GSM2060109,SRA352855
SRR3161991,7/6/16 16:04,11642703,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3161991/SRR3161991.1,SRX1571263,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322581,SAMN04501456,Solanum tuberosum,GSM2060110,SRA352855
SRR3161992,7/6/16 16:04,11403051,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3161992/SRR3161992.1,SRX1571264,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322582,SAMN04501457,Solanum tuberosum,GSM2060111,SRA352855
SRR3161993,7/6/16 16:04,11930144,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3161993/SRR3161993.1,SRX1571265,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322580,SAMN04501458,Solanum tuberosum,GSM2060112,SRA352855
SRR3161998,7/6/16 16:04,12197816,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3161998/SRR3161998.1,SRX1571270,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322575,SAMN04501470,Solanum tuberosum,GSM2060117,SRA352855
SRR3161999,7/6/16 16:04,11835090,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3161999/SRR3161999.1,SRX1571271,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322573,SAMN04501471,Solanum tuberosum,GSM2060118,SRA352855
SRR3162000,7/6/16 16:04,11258480,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162000/SRR3162000.1,SRX1571272,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322574,SAMN04501463,Solanum tuberosum,GSM2060119,SRA352855
SRR3162001,7/6/16 16:04,11930898,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162001/SRR3162001.1,SRX1571273,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322572,SAMN04501464,Solanum tuberosum,GSM2060120,SRA352855
SRR3162006,7/6/16 16:04,12341619,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162006/SRR3162006.1,SRX1571278,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322567,SAMN04501469,Solanum tuberosum,GSM2060125,SRA352855
SRR3162007,7/6/16 16:04,12412385,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162007/SRR3162007.1,SRX1571279,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322565,SAMN04501472,Solanum tuberosum,GSM2060126,SRA352855
SRR3162008,7/6/16 16:04,12596439,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162008/SRR3162008.1,SRX1571280,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322566,SAMN04501473,Solanum tuberosum,GSM2060127,SRA352855
SRR3162009,7/6/16 16:04,11783906,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162009/SRR3162009.1,SRX1571281,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322563,SAMN04501474,Solanum tuberosum,GSM2060128,SRA352855
SRR3162014,7/6/16 16:04,11930331,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162014/SRR3162014.1,SRX1571286,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322559,SAMN04501479,Solanum tuberosum,GSM2060133,SRA352855
SRR3162015,7/6/16 16:04,12319733,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162015/SRR3162015.1,SRX1571287,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322558,SAMN04501480,Solanum tuberosum,GSM2060134,SRA352855
SRR3162016,7/6/16 16:04,12403548,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162016/SRR3162016.1,SRX1571288,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322557,SAMN04501481,Solanum tuberosum,GSM2060135,SRA352855
SRR3162017,7/6/16 16:04,12063024,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162017/SRR3162017.1,SRX1571289,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322554,SAMN04501482,Solanum tuberosum,GSM2060136,SRA352855
SRR3162022,7/6/16 16:04,21380309,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162022/SRR3162022.1,SRX1571294,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322552,SAMN04501515,Solanum tuberosum,GSM2060141,SRA352855
SRR3162023,7/6/16 16:04,18275400,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162023/SRR3162023.1,SRX1571295,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322551,SAMN04501516,Solanum tuberosum,GSM2060142,SRA352855
SRR3162024,7/6/16 16:04,18888081,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162024/SRR3162024.1,SRX1571296,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322550,SAMN04501517,Solanum tuberosum,GSM2060143,SRA352855
SRR3162025,7/6/16 16:04,20352632,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162025/SRR3162025.1,SRX1571297,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322549,SAMN04501521,Solanum tuberosum,GSM2060144,SRA352855
SRR3162030,7/6/16 16:04,19969325,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162030/SRR3162030.1,SRX1571302,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322545,SAMN04501518,Solanum tuberosum,GSM2060149,SRA352855
SRR3162031,7/6/16 16:04,20086368,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162031/SRR3162031.1,SRX1571303,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322542,SAMN04501519,Solanum tuberosum,GSM2060150,SRA352855
SRR3162032,7/6/16 16:04,17428812,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3162032/SRR3162032.1,SRX1571304,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322543,SAMN04501520,Solanum tuberosum,GSM2060151,SRA352855
SRR3162033,7/6/16 16:04,19893587,49,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3162033/SRR3162033.1,SRX1571305,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP069961,PRJNA311702,SRS1322540,SAMN04501526,Solanum tuberosum,GSM2060152,SRA352855
SRR8267542,4/30/19 17:05,97067860,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8267542/SRR8267542.1,SRX5084468,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP171630,PRJNA507769,SRS4096960,SAMN10505254,Solanum tuberosum,GSM3498049,SRA817409
SRR8267543,4/30/19 17:05,128131179,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8267543/SRR8267543.1,SRX5084469,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP171630,PRJNA507769,SRS4096961,SAMN10505252,Solanum tuberosum,GSM3498050,SRA817409
SRR8267544,4/30/19 17:05,107019836,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8267544/SRR8267544.1,SRX5084470,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP171630,PRJNA507769,SRS4096962,SAMN10505250,Solanum tuberosum,GSM3498051,SRA817409
SRR8267545,4/30/19 17:05,110557168,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8267545/SRR8267545.1,SRX5084471,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP171630,PRJNA507769,SRS4096963,SAMN10505303,Solanum tuberosum,GSM3498052,SRA817409
SRR8267546,4/30/19 17:05,128866248,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8267546/SRR8267546.1,SRX5084472,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP171630,PRJNA507769,SRS4096965,SAMN10505301,Solanum tuberosum,GSM3498053,SRA817409
SRR2989603,6/21/16 16:03,6235608,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989603/SRR2989603.1,SRX1478079,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203996,SAMN04331802,Solanum tuberosum,GSM1970293,SRA318887
SRR2989604,6/21/16 16:03,8390670,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989604/SRR2989604.1,SRX1478080,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203995,SAMN04331803,Solanum tuberosum,GSM1970294,SRA318887
SRR2989605,6/21/16 16:03,11450492,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989605/SRR2989605.1,SRX1478081,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203994,SAMN04331804,Solanum tuberosum,GSM1970295,SRA318887
SRR2989606,6/21/16 16:03,10430256,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989606/SRR2989606.1,SRX1478082,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203993,SAMN04331805,Solanum tuberosum,GSM1970296,SRA318887
SRR2989611,6/21/16 16:03,6904536,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989611/SRR2989611.1,SRX1478087,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203988,SAMN04331810,Solanum tuberosum,GSM1970301,SRA318887
SRR2989612,6/21/16 16:03,9982780,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989612/SRR2989612.1,SRX1478088,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203987,SAMN04331811,Solanum tuberosum,GSM1970302,SRA318887
SRR2989613,6/21/16 16:03,9613198,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989613/SRR2989613.1,SRX1478089,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203986,SAMN04331812,Solanum tuberosum,GSM1970303,SRA318887
SRR2989614,6/21/16 16:03,10113488,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989614/SRR2989614.1,SRX1478090,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203984,SAMN04331813,Solanum tuberosum,GSM1970304,SRA318887
